"435.78500,1,25,15138834,1625551833,0,381431a5,51595003208663043",女人只会影响我写歌的速度,0
"413.67400,1,25,16777215,1625551811,0,e482031,51594991365521413",雅俗共赏,0
"270.79300,1,25,16777215,1625551807,0,e5bd15b7,51594989248970755",这个logo就很像抄袭,2
"123.26200,5,25,14811775,1625551795,0,8257e024,51594982964854791",那些莫名仇恨的眼神，恨得那么深恨得那么认真，把我当成假想敌呢,2
"7.80800,1,25,16777215,1625551793,0,c51b1913,51594981930434563",来了！,0
"13.79900,1,25,16777215,1625551792,0,bb13f253,51594981728583687",排面,0
"272.01100,1,25,16777215,1625551785,0,4296ade0,51594977795899395",靠我以为是蛇吓死我了,3
"196.97900,4,25,15138834,1625551757,0,6bfa8dac,51594963342327813",重新定义小目标,0
"376.58500,1,25,16777215,1625551749,0,381431a5,51594958731214855",再直白一点 他不配,2
"1.25900,1,25,16777215,1625551738,0,6911d044,51594953214656519",啊啊啊啊啊啊啊,2
"121.42200,5,25,14811775,1625551710,0,8257e024,51594938394083331",我做自己的事，我写自己的字，简简单单的喜欢不需要那么多的评论,0
"156.45000,1,25,16777215,1625551664,0,7b6c125d,51594914507522053",呼吸の野！,0
"382.53800,1,25,16777215,1625551642,0,44f67d29,51594903022993415",你可以一巴掌拍死它,0
"377.08100,1,25,16777215,1625551641,0,b9b25823,51594902311010307",6666666,0
"114.00600,5,25,16707842,1625551628,0,8257e024,51594895664087043",《大牌》《遛你玩》《安徒生不后悔》《别咬我》《我无所谓》,0
"12.89900,1,25,16777215,1625551613,0,d6ce6a04,51594887795048451",排面,0
"106.44600,5,25,14811775,1625551576,0,8257e024,51594868302020615",嵩嵩超励志啊，喜欢就去做,0
"22.94700,1,25,16777215,1625551559,0,7b6c125d,51594859406950403",许嵩，yyds,0
"50.31500,1,25,16777215,1625551549,0,870c5748,51594854204440583",偶像,0
"18.40300,1,25,16777215,1625551549,0,7b6c125d,51594854105350213",嵩哥排面,0
"104.24600,5,25,14811775,1625551536,0,8257e024,51594847157485571",很冒险的嵩嵩,0
"336.19900,1,25,41194,1625551527,0,a5ddcf08,51594842462486531",所以啊，这就是俺们喜欢嵩哥的根本原因喽,0
"96.60600,5,25,14811775,1625551518,0,8257e024,51594837673639943",很快乐的,0
"87.36600,5,25,14811775,1625551503,0,8257e024,51594830052065287",那时候青涩又认真，虽多磨难，但你仍心欢喜,0
"161.39900,1,25,16777215,1625551481,0,b9a59fe7,51594818524020743",假摔,2
"239.12200,1,25,16777215,1625551429,0,e5462c1d,51594791262093315",音乐纯粹，爱v绝对,0
"151.81000,1,25,16777215,1625551400,0,b9b25823,51594776051974151",冰柜！！！,0
"65.64600,1,25,41194,1625551386,0,8257e024,51594768534732805",哈哈哈哈,0
"59.12600,1,25,41194,1625551377,0,8257e024,51594763760566275",温文尔雅,0
"49.12600,1,25,41194,1625551362,0,8257e024,51594756025745413",许嵩yyds,0
"336.92300,1,25,41194,1625551353,0,17618092,51594751512150023",从08年到现在，爱你如旧,0
"182.75900,1,25,16777215,1625551348,0,1a324cd4,51594748766453767",天道酬勤！,0
"24.27900,1,25,16777215,1625551339,0,b9a59fe7,51594743990714375",降温！,0
"4.89900,1,25,16777215,1625551321,0,665f542b,51594734598619139",嵩哥,0
"429.43900,1,25,16777215,1625551318,0,ce89bd9c,51594733158400003",嵩嵩，喜欢你是一件很幸福的事。未来我们继续相伴!,0
"28.99100,1,25,16777215,1625551282,0,17ee6231,51594714274594823",嵩哥好帅！,0
"120.59400,1,25,16777215,1625551265,0,e5462c1d,51594705256841219",许嵩，yyds,0
"8.33900,1,25,16777215,1625551213,0,521c94ae,51594678001729539",排面,0
"19.49900,1,25,16777215,1625551185,0,8257e024,51594663193739267",许嵩许嵩,0
"5.89900,1,25,16777215,1625551177,0,d0799c74,51594658975318021",排面！！,0
"383.36900,1,25,16777215,1625551133,0,2e93789d,51594636167741443",你可以拍死他哈哈哈哈,0
"4.87900,1,25,16777215,1625551108,0,18865185,51594622860263427",嵩哥排面！！！！！,0
"386.94500,1,25,16777215,1625551048,0,52d772cf,51594591325388807",哈哈哈哈哈哈哈,0
"439.85900,1,25,16777215,1625551033,0,528b64d4,51594583884693507",许嵩yyds（永远单身）,0
"386.66700,1,25,14811775,1625551002,0,8257e024,51594567284686855",雅俗共赏,0
"237.15900,1,25,16777215,1625550980,0,d7343fc0,51594555928084487",许嵩需要念稿？,2
"6.34000,1,25,16777215,1625550979,0,874f11e3,51594555093417989",33333333,0
"186.66700,1,25,16777215,1625550969,0,b128e11a,51594549952249863",合肥一中人就是优秀,0
"202.30000,1,25,16777215,1625550952,0,2e93789d,51594541219708935",去没人的大山上确实不需要戴口罩,2
"8.93900,1,25,16777215,1625550942,0,e54b5a5d,51594535866204163",排面,0
"353.11900,1,25,16777215,1625550942,0,528b64d4,51594535695286339",《别咬我》,2
"315.33500,1,25,16777215,1625550892,0,d743c76d,51594509636599815",《有何不可》,0
"119.78200,1,25,16777215,1625550870,0,2e93789d,51594497942880261",看起来是真的很年轻,0
"13.28900,1,25,16777215,1625550824,0,f25f35f9,51594473962995717",棒,0
"297.63900,1,25,16777215,1625550814,0,d1f7a8c0,51594468914626567",还行,0
"142.45900,1,25,16777215,1625550812,0,c958188f,51594467847176197",三尺,0
"286.20500,1,25,16777215,1625550783,0,d1f7a8c0,51594452342407171",不错,0
"250.28300,5,25,41194,1625550767,0,8257e024,51594443826921477",许嵩许嵩,0
"18.66400,1,25,16777215,1625550748,0,7374b59a,51594434158002183",我老公,3
"16.61600,1,25,16777215,1625550743,0,7374b59a,51594431527124995",排面,0
"128.83000,1,25,16777215,1625550736,0,28f26a8f,51594427824603141",我太爱嵩哥了,0
"12.35000,1,25,16777215,1625550735,0,7374b59a,51594427244216325",合照,0
"352.93900,1,25,16777215,1625550702,0,ac964cfc,51594410151903237",时间会回答一切,1
"410.92100,1,25,16777215,1625550684,0,440b071,51594400603045895",牛,0
"14.69900,1,25,16777215,1625550676,0,f42e4c43,51594396545581061",排面,0
"51.49900,1,25,16777215,1625550632,0,528b64d4,51594373580718087",胖了胖了,0
"287.77900,1,25,16777215,1625550610,0,ac964cfc,51594361830375427",每个人都是孤岛，别妄想别人完全理解你,2
"16.55300,1,25,16777215,1625550584,0,52d772cf,51594348456312835",不许嵩手,2
"384.57900,1,25,16777215,1625550570,0,350ed364,51594340971577347",情商都被你高完了,2
"27.59900,1,25,16777215,1625550556,0,d453ad98,51594333312778247",啊，老公,3
"139.81900,1,25,16777215,1625550556,0,2ec8b3d,51594333686071301",乌鸦！,3
"345.75800,1,25,16777215,1625550553,0,8fd94062,51594331750924295",但是可以打死蚊子呀,0
"370.72900,1,25,16777215,1625550544,0,44cbb122,51594326989864965",都是粉丝在对线哈哈哈,0
"333.39900,1,25,16777215,1625550512,0,148baab9,51594310582796291",触到神经就应该懂得鼓掌,0
"7.97900,1,25,14811775,1625550510,0,fa8699a3,51594309339709445",周杰伦yyds,0
"11.13900,1,25,16777215,1625550489,0,8fe91172,51594298374225923",许嵩YYDS,0
"266.77000,1,25,16777215,1625550476,0,4629e382,51594291678019589",这就是你新专只有一个MV的原因？,2
"432.69600,1,25,16777215,1625550429,0,f05d176d,51594266861371397",心流,1
"206.33700,1,25,16777215,1625550393,0,4406876e,51594248293711879",羡慕,0
"7.93100,1,25,16777215,1625550363,0,94885183,51594232147738629",许嵩！！！,0
"7.82800,1,25,16777215,1625550294,0,f83c0afe,51594196129153029",排面,0
"236.18000,1,25,16777215,1625550288,0,45395ae5,51594193216733187",有被教到,0
"177.35400,1,25,16777215,1625550265,0,d95db639,51594180806311941",我最喜欢《超市》,0
"162.98900,1,25,16777215,1625550251,0,e1aa3aae,51594173366140935",说是在念稿的可以去看看嵩哥直播，这么说话是嵩哥常态了,2
"54.84900,1,25,16777215,1625550242,0,4406876e,51594168664850439",说话也声音很好听,0
"63.30500,5,25,16777215,1625550207,0,8fd94062,51594150792396867",风扇表示我是不是还有希望？,1
"12.02000,1,25,16777215,1625550165,0,4323eccf,51594128691560453",666,0
"135.06000,1,25,16777215,1625550160,0,45395ae5,51594125949534213",明白了,0
"30.41900,1,25,16777215,1625550144,0,befc338b,51594117695668227",各位嵩鼠，下次抢票能不能给我留一张,0
"88.42500,1,25,16777215,1625550118,0,421aa874,51594104036917253",以前应该是在做周杰伦粉丝的事情哈哈哈,0
"14.78500,5,25,16707842,1625549996,0,421aa874,51594040088461319",最佳歌手,0
"3.69900,1,25,16777215,1625549992,0,1ed19ff3,51594037781594115",排面,0
"4.57900,1,25,16777215,1625549989,0,350ed364,51594036173602823",排面！！！！！,0
"388.88100,1,25,16777215,1625549941,0,4259e799,51594010836860935",牛!,0
"6.25900,1,25,16777215,1625549929,0,72107b14,51594004525481989",01:10,0
"14.07900,5,25,15138834,1625549914,0,c75f7adc,51593997037600771",排面,0
"13.06200,1,25,16777215,1625549886,0,6858e981,51593982275747847",排面！,0
"283.19900,1,25,16777215,1625549868,0,b3604775,51593973054570501",好透彻啊真的,0
"349.93900,1,25,16777215,1625549839,0,222dd54,51593957789401093",@李园杰,0
"58.97900,1,25,16777215,1625549804,0,f01e6ba0,51593939123175431",又是一个学医的,0
"218.81900,1,25,16777215,1625549760,0,bc711400,51593916071280647",说在看稿的都是为灯光和舞台而生的是吧 思考问题不看镜头很奇怪？,2
"100.81700,1,25,16777215,1625549745,0,62c7ceac,51593908557709319",音乐诗人,0
"349.85000,1,25,16777215,1625549735,0,2a8d6817,51593903271313411",但可以拍死啊,0
"75.75300,1,25,16777215,1625549730,0,3f0f353b,51593900708069381",老古董,0
"3.45900,1,25,16777215,1625549726,0,d5024209,51593898413260803",音乐纯粹爱V绝对,0
"70.75500,1,25,16777215,1625549709,0,1308bda4,51593889363525635",烤面筋，香香的烤面筋,0
"364.74800,1,25,16777215,1625549709,0,fa9afc6e,51593889486733319",蚊子快把老许吸干了,3
"257.87300,1,25,16777215,1625549696,0,a16a3f85,51593882500595717",这段话和姜文说得很像 作品要让人思考,0
"69.59500,1,25,16777215,1625549695,0,1308bda4,51593882047086595",哈哈哈哈哈哈哈,0
"5.69400,1,25,16777215,1625549680,0,532bb614,51593874105696263",来了来了,0
"7.88500,1,25,16777215,1625549666,0,e173aa3c,51593866834870275",来了,0
"81.19900,1,25,16777215,1625549660,0,b3604775,51593863643529219",然后顺便做了个软件！,0
"42.68300,1,25,16777215,1625549618,0,a55265ac,51593841598791687",这个衣服像上去的,0
"17.29900,1,25,16777215,1625549612,0,b8433757,51593838640234499",排面,0
"268.10800,1,25,16777215,1625549586,0,fa9afc6e,51593824989347847",老许的作品需要慢慢品,0
"382.87800,1,25,16777215,1625549569,0,9183c664,51593815875649543",舒服了哈哈哈哈哈哈哈,0
"380.65800,1,25,16777215,1625549563,0,9183c664,51593812988395523",爽,0
"50.40900,1,25,16777215,1625549544,0,af7c20a2,51593802975543301",前面的像田野,2
"7.07500,1,25,16777215,1625549539,0,2f5ff6fc,51593800381890565",来了,0
"7.07500,1,25,16777215,1625549533,0,2f5ff6fc,51593797058428931",来了,0
"3.83500,1,25,16777215,1625549518,0,2f5ff6fc,51593789228711943",排面,0
"0.59500,1,25,16777215,1625549509,0,2f5ff6fc,51593784404738053",排面,0
"11.67300,1,25,16777215,1625549481,0,ab91f28d,51593769753509893",排面,0
"7.34100,1,25,16777215,1625549476,0,ab84cb71,51593767549403139",排面排面排面。,0
"298.53000,1,25,16777215,1625549447,0,6400c77c,51593752142675973",有何不可,2
"105.68600,1,25,41194,1625549422,0,97cce50d,51593739255676931",“用音乐认识自己，而非用音乐让他人辨识自己。”  ,2
"30.49200,1,25,16777215,1625549416,0,a2dac355,51593735951089667",不懂就问，这特么像Faker么？,2
"299.82600,1,25,16777215,1625549387,0,c699d25,51593720389173255",战歌起!,0
"176.87500,1,25,16777215,1625549373,0,d398f586,51593713079549957",不是看稿，是在梳理思路,2
"19.85900,1,25,38979,1625549362,0,dbb1dc6b,51593707528912903",许嵩yyds,0
"13.65900,1,25,16777215,1625549347,0,dbb1dc6b,51593699513073667",小嵩嵩啊啊啊啊啊许甜甜,0
"246.90600,1,25,16777215,1625549330,0,c699d25,51593690530447363",学汉语言的表示，嵩哥这话上到了文学理论的角度。,2
"145.93000,1,25,16777215,1625549287,0,6400c77c,51593668245585927",背景音乐，呼吸之野 乌鸦,0
"18.10900,1,25,16777215,1625549261,0,b5ff921f,51593654419062791",排面,0
"5.90600,1,25,16777215,1625549243,0,b5ff921f,51593645391872003",来了来了,0
"72.85100,1,25,16777215,1625549233,0,6679bf2d,51593640136409091",面筋哥很生气，香香的烤面筋可带劲了,2
"161.25900,1,25,16777215,1625549212,0,36fc634,51593628963831813",然后这张专辑听的脊背一凉,1
"440.85900,1,25,16777215,1625549208,0,3c701c7e,51593626986741765",哈哈哈哈哈哈哈好像没有世俗的欲望了,0
"141.43900,1,25,16777215,1625549204,0,7e74f4e9,51593624505286663",荒野之息,1
"0.24200,1,25,16777215,1625549198,0,2b134d9e,51593621395210245",大家好，欢迎来看我老公,0
"335.97900,1,25,16777215,1625549184,0,604c3f69,51593614442102789",被才华折服,0
"422.97900,1,25,16777215,1625549176,0,3c701c7e,51593609792192519",  隔代是除过乌鸦之外我最喜欢的一首歌，很有共鸣,0
"26.00500,4,25,9487136,1625549143,0,2f8add08,51593592824135687",其实再发生一次又怎么样呢？,1
"4.22800,4,25,9487136,1625549089,0,2f8add08,51593564419260421",再来一次又怎么样呢？,1
"16.40000,1,25,16777215,1625549069,0,55c277ee,51593554121719815",三连，必须三连,2
"334.79900,1,25,16777215,1625549063,0,3c701c7e,51593550611087367",做你心灵共鸣的歌迷朋友,0
"239.60600,1,25,16777215,1625549028,0,8257e024,51593532149334023",Vae,0
"18.66400,1,25,16777215,1625549025,0,85459dfd,51593530816069635",排面,0
"17.05700,1,25,16777215,1625548989,0,1308bda4,51593512082735111",老许好帅,0
"250.93900,1,25,16777215,1625548977,0,2fce5ed7,51593505837940743",送个,0
"48.97900,1,25,16777215,1625548944,0,6d3e148,51593488422666247",格局，太帅了,0
"384.01600,1,25,16777215,1625548941,0,105df7c2,51593487009185795",啊这,3
"57.88400,1,25,16777215,1625548936,0,bf818f56,51593484295995395",他没出道时唱过很多周杰伦的串烧啊卧槽,0
"367.47000,1,25,16777215,1625548934,0,da0b3998,51593483186601991",有何不可？  无何不可,2
"406.92200,5,25,15138834,1625548928,0,23e1c178,51593479848984583",哈哈，可现在很多人都很喜欢听的都是这种流水线的歌,0
"372.22200,5,25,38979,1625548912,0,5263cf21,51593471458803717",暗示巴哥？,2
"338.70300,1,25,16777215,1625548892,0,105df7c2,51593460904886279",嘿嘿嘿,0
"3.01900,1,25,16777215,1625548884,0,49c5eeb4,51593456962764871",排面,0
"19.29900,1,25,16777215,1625548853,0,604c3f69,51593440466567175",许甜甜yyds,0
"14.37900,1,25,16777215,1625548833,0,604c3f69,51593430422781959",排面,0
"77.48100,5,25,15138834,1625548830,0,5263cf21,51593428625522695",网红三膏,0
"406.71900,1,25,16777215,1625548829,0,a99056f5,51593428289454083",雅俗共赏yyds,0
"407.27100,1,25,16777215,1625548798,0,89885e3d,51593411673194499",好喜欢他,0
"336.51300,1,25,16777215,1625548794,0,23e1c178,51593409515225093",确实,0
"66.73900,1,25,16777215,1625548786,0,3c701c7e,51593405608755203",油面筋站的太高了,0
"13.85900,1,25,15138834,1625548766,0,5263cf21,51593394988253189",高高厉害！,0
"173.39300,1,25,16777215,1625548763,0,6c111e3,51593393544364037",人民万岁,0
"44.73900,5,25,6830715,1625548759,0,8257e024,51593391307227141",勇敢嵩嵩 冲呀,0
"0.93900,1,25,15138834,1625548747,0,5263cf21,51593384827551749",来看许山膏了,0
"38.49900,5,25,9599289,1625548730,0,8257e024,51593375947161603",小维,0
"5.01900,1,25,15138834,1625548727,0,5263cf21,51593374783242247",高高,0
"13.95200,1,25,16777215,1625548720,0,f17374ab,51593370735214597",排面,0
"427.69900,1,25,16777215,1625548717,0,78df0311,51593369516244995",呜呜呜我也听得泪流满面,1
"385.66200,1,25,16777215,1625548698,0,b7fa8232,51593359511257093",66666,0
"377.93900,1,25,16777215,1625548653,0,78df0311,51593335592189957",不在一个层面 笑死哈哈哈哈哈哈哈哈哈哈哈,0
"29.81900,5,25,15138834,1625548653,0,8257e024,51593336010571783",音乐纯粹 爱V绝对,0
"215.70200,1,25,16777215,1625548643,0,758eea9f,51593330686427141",这些话不需要稿哈哈哈,0
"292.26300,1,25,16777215,1625548626,0,d19cb185,51593321709568005",嵩哥是纲丝？,2
"5.05900,5,25,41194,1625548619,0,8257e024,51593318193692677",音乐纯粹 爱V绝对,0
"14.22700,1,18,41194,1625548602,0,f48f4548,51593308914319367",许嵩,2
"446.33900,1,25,16777215,1625548592,0,97896901,51593304081432583",这就是许嵩,0
"333.67900,1,25,16777215,1625548590,0,78df0311,51593302695739397",老粉在此！！,0
"237.56600,5,25,41194,1625548574,0,8257e024,51593294502166535",音乐纯粹 爱V绝对,0
"232.71300,1,25,16777215,1625548572,0,ca67a8cb,51593293171523589",简称阅读理解，一篇文章作者都拿不到满分的阅读理解,2
"247.39900,1,25,16777215,1625548563,0,a9252e32,51593288434057221",文学一旦出现就是要被误解的,2
"123.27900,1,25,16777215,1625548546,0,d6646ca2,51593279904940039",腹有诗书气自华,0
"103.59900,1,25,16777215,1625548522,0,d6646ca2,51593267008503811",大家移步网易云音乐，给乌鸦投票哈,0
"330.11600,1,25,16777215,1625548520,0,d540946b,51593266219450373",陷于才华!!忠于人品!!,2
"9.70400,1,25,16777215,1625548504,0,2e3ad91b,51593257471180805",排面,0
"441.49200,1,25,16777215,1625548496,0,dd54f17,51593253316198467",与天斗其乐无穷,0
"36.29600,1,25,16777215,1625548494,0,8a6cc38a,51593252687577093",向全世界安利余景天,0
"75.38200,1,25,16777215,1625548485,0,758eea9f,51593247875137543",油面筋;不爱请别伤害,2
"27.41900,1,25,15138834,1625548461,0,97cce50d,51593234894815237",《最佳歌手》,0
"48.53900,1,25,16777215,1625548450,0,d6646ca2,51593229420724227",好喜欢许嵩说的话，以前每篇博客都看,0
"22.37900,1,25,38979,1625548446,0,97cce50d,51593227467751427",音乐纯粹,0
"17.93900,1,25,38979,1625548439,0,97cce50d,51593223383023619",呼吸之野,0
"431.09900,1,25,16777215,1625548438,0,41776f49,51593223137132549",这家伙看佛学了,0
"1.75900,1,25,16777215,1625548433,0,97da4966,51593220337958915",嵩嵩排面！！！！！！！！！,0
"32.16700,1,25,16777215,1625548417,0,89885e3d,51593212010692613",许嵩yyds,0
"409.37900,1,25,16777215,1625548404,0,41776f49,51593205188132871",太对了  投机是功利主义者的事,2
"379.37600,5,25,15138834,1625548396,0,4ba16a41,51593200823959559",《大家不在一个层面上》,0
"14.26900,1,25,16777215,1625548393,0,89885e3d,51593199263154181",嵩哥,0
"46.95900,1,25,16777215,1625548387,0,a99056f5,51593196207079495",男神啊,0
"381.95900,1,25,16777215,1625548385,0,7da9ec94,51593195300585477",狗咬人，人咬狗,2
"263.57200,1,25,16777215,1625548377,0,dbc77164,51593190994608133",《寻宝游戏》,0
"293.41900,1,25,16777215,1625548360,0,e5e4fade,51593182095867909",是乌鸦吗，在放的,2
"395.70400,1,25,16777215,1625548352,0,517261dc,51593178250215429",Bgm隔代,2
"249.93900,1,25,16777215,1625548305,0,e5e4fade,51593153438810119",背景音乐是什么啊，听不清,2
"255.66200,1,25,16777215,1625548278,0,2c33b8fe,51593138959024133",《多余的解释》,2
"376.82800,1,25,16777215,1625548269,0,6fcca31,51593134237286405",不在一个层面上！,2
"10.53900,1,25,16777215,1625548258,0,a73ba118,51593128583364613",排面,0
"260.91900,1,25,15138834,1625548257,0,f382909f,51593128183857219",雅俗共赏,0
"8.41900,5,25,41194,1625548244,0,744160b,51593121099677699",许嵩！！！,0
"179.76300,1,25,16777215,1625548243,0,4bda6f18,51593120933478403",超市天天听,0
"151.35800,1,25,16777215,1625548236,0,2ba11225,51593117057941509",我最喜欢冰柜，听着就凉快,0
"260.61200,1,25,16777215,1625548236,0,4ba16a41,51593117322182659",把篓子还给他！！！,2
"380.37900,1,25,16707842,1625548227,0,26aedaf3,51593112514985989",语气客气，语义还挺狠，不愧是你哈哈哈,0
"70.01700,1,25,16777215,1625548224,0,379971f7,51593110999269379",哈哈哈哈哈油面筋和电风扇,0
"180.81900,1,25,16777215,1625548222,0,e5e4fade,51593110073901061",呼吸之野我超爱的,0
"232.45400,1,25,16777215,1625548208,0,8257e024,51593102340128775",Vae 永远的神,0
"30.69900,1,25,16777215,1625548206,0,78df0311,51593101643874309",老许,0
"10.15700,1,25,16777215,1625548196,0,a761534f,51593096271495173",许嵩排面！,0
"20.53900,1,25,16777215,1625548182,0,78df0311,51593088885325831",牌面,2
"25.46100,1,25,16777215,1625548176,0,63806334,51593085677207559",嵩哥,0
"220.66500,1,25,16777215,1625548175,0,4ba16a41,51593085289758727",许嵩从来都不需要稿子，低头只是习惯性,2
"392.57900,1,25,16777215,1625548171,0,c5e2ebbf,51593083146993671",抄袭的人和许嵩不在一个层次。,2
"28.67000,1,25,16777215,1625548171,0,4d04a955,51593083181596679",嗨老婆,0
"222.14900,1,25,16777215,1625548169,0,517261dc,51593082029211655",可以看看《海上灵光》这本书,0
"171.75900,1,25,16777215,1625548157,0,f382909f,51593075929120775",你不要忘了我也在庞贝～,1
"222.14900,1,25,16777215,1625548134,0,517261dc,51593063866826757",活得真通透,0
"222.14900,1,25,16777215,1625548122,0,517261dc,51593057582710791",许嵩是音乐人，不仅仅是歌手,0
"92.77900,1,25,16777215,1625548106,0,e5e4fade,51593049161072647",是我嵩哥！,0
"222.14900,1,25,16777215,1625548102,0,517261dc,51593047166156807",认真听，没空发弹幕,0
"338.89900,1,25,16777215,1625548100,0,72e3ee9b,51593045995945987",是的,0
"280.37900,1,25,16707842,1625548087,0,26aedaf3,51593039088975877",就像作家不会自行去解释入选高考的作文被人如何解读，其实文章（歌曲）发出来，就会有不同的解读和看法,2
"54.38700,1,25,16777215,1625548068,0,ea54ba4c,51593029025792005",格局,0
"163.33900,5,25,16707842,1625548048,0,725fda46,51593018805846023",这就是格局,0
"9.25900,1,25,16777215,1625548046,0,873e1136,51593017451085829",大排面,0
"6.53900,1,25,16777215,1625548039,0,873e1136,51593013917908997",排面,0
"125.92900,1,25,16777215,1625548017,0,34cd22b3,51593002432331783",人间清醒,1
"8.17900,1,25,16777215,1625548016,0,b22c24cd,51593001849847813",排面！！！,0
